name,setTime,star,content
alex yang,4 個月前,5,小孩最愛景點
吳明峰,4 個月前,5,襪子工廠很有趣
黃鈺涵,5 個月前,5,舒適好穿
Andy s,5 個月前,5,很多種類類👍襪子很舒服😌 …
Alutima Chang,5 個月前,5,襪子的造型也很多！門票可以全額折抵。
李曜丞,5 個月前,5,來走走看看！
陳ㄧ嘉,5 個月前,5,襪子好看！diy好玩
邱小娟,5 個月前,5,DIY體驗蠻好玩 小孩體驗不錯
邱湄珊,5 個月前,5,DIY有趣好玩
高偉龍,5 個月前,5,襪子好好穿
Riva Zhang,5 個月前,5,很多～～襪子～～～
Jane Huang,5 個月前,5,服務人員親切，溫馨環境
陳源欽,5 個月前,5,品質很好
吳瑋,5 個月前,5,價錢合理，服務人員很專業
李祖弘,5 個月前,3,
tousjour fish,5 個月前,5,可愛的小小襪子
林建昌,5 個月前,5,體驗DIY有趣
許春燕,5 個月前,5,體驗娃娃很有趣
劉順發,5 個月前,5,服務人員很親切，Diy好玩
陳秀青,5 個月前,5,Diy很有趣喔
lee kk,5 個月前,5,襪子品質耐用好穿服務很好，會再回購
Amber,5 個月前,5,好穿，工作人員服務好
22 yaon,5 個月前,5,讚， 很好買，襪子好好穿，diy體驗很有趣。
鐘慧萍,5 個月前,5,假日有導覽，門票100元可抵商品
Veronica Kimes,5 個月前,5,在工作日去之前打電話，您想進行 DIY 活動。孩子們喜歡用機器製作毛絨玩具。知識淵博的員工。好多襪子要買。
林家萓,5 個月前,5,
陳秋月,5 個月前,5,襪子種類很多很好穿
Wendy Chen,5 個月前,5,襪子種類很多很漂亮
李燕淑,5 個月前,5,商品種類很多
鄭慧君,5 個月前,5,
Vincent Chen,5 個月前,5,襪子種類超多
大衛,5 個月前,5,屬於襪子觀光工廠，有製作襪子參觀流程，應該需要預先約定參觀，裏面有各式各樣的襪子，毛巾販賣，服務人員非常熱心親切，適合各個年齡層來走走購物，今天過來買了幾雙襪子試看看
你懂我不懂,5 個月前,5,服務人員很親切，跟我們介紹襪子的材質，很細心
Ting CHU,5 個月前,5,
小光,5 個月前,5,
Emily Li,5 個月前,5,很棒的體驗
Albee Liao,5 個月前,5,滿有趣的體驗活動，讚👍 …
Maggie Maggie,5 個月前,5,動線流暢
葉雲豐,5 個月前,5,動線流暢
Charles Chen,5 個月前,5,DIY有趣
charles chen,5 個月前,5,DIY有趣
Chacha Chen,5 個月前,5,DIY好玩
羅Arvin,5 個月前,5,帶小孩很好玩
Qqq Qqq,5 個月前,5,DIY娃娃很特別，跟孩子一起完成很不錯
Amanda Chu,5 個月前,5,做娃娃很有趣 小孩很喜歡
張順德,5 個月前,5,
Ching Yang (Ester),5 個月前,4,規劃良好，精緻的廠區。可以一站購足需要的襪子！
雅慧,5 個月前,5,"襪子種類多樣，環境舒適
PS 現在五星評論有送桌腳套唷"
Ryan Tao,5 個月前,5,襪子很多 講解也很清楚 還有DIY喔
B1001091 CNU,5 個月前,5,"體驗很好的襪子博物館
體驗diy即講解"
郭凱帆,5 個月前,5,襪子製作過程很神奇，抗菌除臭襪太強大了～讚
簡世彰,5 個月前,5,
林曉楨,5 個月前,5,小朋Diy 很開心，襪子種類多
平凡鄉民,5 個月前,5,"襪子很好穿,導覽介紹的也很詳細，適合親子DIY"
Caitlin Chang,5 個月前,5,DIY好玩有趣
楊毓綾,5 個月前,5,可以DIY玩偶，小孩很喜歡👍 …
mi Ki,5 個月前,5,好多種襪子喔🧦要注意平日無導覽和DIY喔 …
ru piu,5 個月前,5,襪子很好穿
David Dinhofer,5 個月前,4,"顯然，我們錯過了“博物館”，因為他們只在周末做演示。

博物館商店開門了，裡面有我見過的最多的襪子選擇。"
Ruyi,5 個月前,5,環境舒適 乾淨
Alice Chi,5 個月前,5,DIY很有趣
Yvonne,5 個月前,5,"入館門票100 可以折抵消費
館內乾淨 適合午後逛逛～
打卡送小禮"
Huevy Pure,5 個月前,5,"很多可愛襪子很好買～
還有DIY活動，適合帶小朋友"
ada chao,5 個月前,5,DIY好好玩
廖德欣,5 個月前,5,小朋友手作哇哇的好去處
ling lee,5 個月前,5,襪子好好買diy好有趣
GG Li,5 個月前,5,Diy真好玩
曾譯萱,5 個月前,5,襪子工廠好好玩～
葉泰佑,5 個月前,5,襪子種類很多，還可以DIY，很不錯。
Wan ting Huang,5 個月前,5,DIY好玩
李Lee暐杰oscar,5 個月前,5,很好逛 襪子質感很好
可可安淇同仁,5 個月前,5,襪子多樣
楊淑絹,5 個月前,5,襪子種類多
Jeremy及Hannah媽媽,5 個月前,5,很有趣 很推薦來看看
Jeremy Jeremy,5 個月前,5,瞭解襪子的製作過程很有趣 也很棒
Yu tin,5 個月前,5,"襪子館佈置的很漂亮
商品很多元
推薦來走走"
Andrew Ma,5 個月前,5,建議6歲以上小朋
C Regena,5 個月前,5,好的
邱玟臻,6 個月前,5,襪子款式多
許君瑜,6 個月前,5,襪子款式多樣
李雅琴,6 個月前,5,環境舒適 好停車
楊智盛,6 個月前,5,種類很多
婉庭黃,6 個月前,5,種類很多
花啦啦（Hualala）,6 個月前,5,襪子Number 1
Eric Lee,6 個月前,5,很專業的觀光工廠
劉貓奴,6 個月前,5,小朋友喜歡的diy
Jerry Feng,6 個月前,5,新鮮有趣
SJ,6 個月前,3,體驗課程還算不錯，還可以看到機器做襪子的過程，但有80%都是在賣商品
BL2 JEWELRY 寶麗萊珠寶 (TonTon),6 個月前,5,親子DIY非常有趣！
徐向薇,6 個月前,5,DIY很有趣喔👍 …
tying huang,6 個月前,5,做圍巾好好玩啊
林群順,6 個月前,5,襪子很多種，服務人員熱心
洛城,6 個月前,5,DIY活動很好玩
彭定凱,6 個月前,5,服務人員超親切！
沈孟穎,6 個月前,5,襪子好買
林佩怡,6 個月前,5,透過動手做，培養孩子的觀察力與思考力，體驗成功、失敗與冒險，是親子間超棒的互動體驗！
蔡國祥,6 個月前,5,很不錯的地方
蔡承祐,6 個月前,5,解說很詳細，體驗很紮實！推薦中低年級！
王麗玉,6 個月前,5,增加小孩對襪子知識和手作的經驗，很不錯！
蒸汽影像,6 個月前,5,有趣好玩的體驗，可惜工作人員人手有點不夠。
豆豆,6 個月前,5,好多襪子欸！讚讚讚
葉維鼎,6 個月前,5,很棒的台灣產品，好穿也好玩
weifang Wang,6 個月前,5,DIY 好好玩
Irene Chen,6 個月前,5,好玩有趣的DIY
Alice Liao,6 個月前,5,襪子的製作過程很有趣
Julia Po,6 個月前,5,DIY 體驗很有趣！
Tina Chen,6 個月前,5,襪子很好穿
林玉嬿,6 個月前,5,很適合帶孩子來體驗Diy活動，門票可以折抵館內的商品，小朋友體驗的很開心
鯨魚姐姐,6 個月前,5,在地廠商，襪子很好穿
莊淇帆,6 個月前,5,襪子博物館好好玩
汪小萱,6 個月前,5,買襪子
莊子輝-子彈-,6 個月前,5,好用的襪子
Denny,6 個月前,5,襪子導覽蠻有趣的，適合親子
葛顯芳,6 個月前,5,襪子品質真的不錯！
班森吳,6 個月前,5,導覽人員專業。
林亞樂,6 個月前,5,可以DIY襪子，適合帶小孩來玩，有趣
林大鈞,6 個月前,5,很有趣，小孩也可以自行制作～
Janis Tseng,6 個月前,5,這邊的DIY很特別，使用手動織襪機，很有趣。
吳nono哥,6 個月前,5,超棒襪子
April,6 個月前,5,襪子體驗活動，還有襪子販售，有停車空間，適合親子同遊。
許舒婷,6 個月前,5,導覽解說讓我們了解襪子的製作及歷史，抗菌除臭襪真是太厲害啦！
Colin Chen,6 個月前,5,襪子種類多元，除臭襪好像很利害
PeiPei Wu,6 個月前,5,親子初體驗圍巾教學，非常的特別。
許茜雯,6 個月前,5,DIY真有趣
Snangel Wu,6 個月前,5,襪子娃娃DIY真有趣
liang mumu,6 個月前,5,親子diy好場所，環境乾淨又好玩，小朋友玩得很開心
Alice Wu,6 個月前,5,很多襪子非常可愛
王馨瑤,6 個月前,5,很多襪子可以選擇
呂筱琦,6 個月前,5,
陳裕茗,6 個月前,5,Diy體驗很有趣！！
George Kuo,6 個月前,5,自己織圍巾，超級好玩！
Joy Chu,6 個月前,5,服務人員細心教學，製作出來的作品質感非常好👍下次要再來做別的😊 …
cookies0430,6 個月前,5,好玩～讚讚
Peggy Chen,6 個月前,5,DIY很好玩
Wan-Yu Yu,6 個月前,5,很厲害👍小孩很開心🥳
Liu Angela,6 個月前,5,認識襪子怎麼製作，DIY有趣又好玩。
CY Hu,6 個月前,5,雖然小 但手作好玩！
冉琪,6 個月前,5,我觉得的很好玩
文晴,6 個月前,5,很可愛的地方，推薦
小新我兒子,6 個月前,5,有娃娃和圍巾的DIY，還能全額抵消費
Lan Ying Yang,6 個月前,3,
小林咖啡,6 個月前,4,
黃美玲,6 個月前,5,
陳秀專,6 個月前,5,服務良好環境很舒服
王畇喬,6 個月前,5,襪子很好
王鈞禾,6 個月前,5,讓小孩長知識 又能DIY的好地方
于倢傅,6 個月前,5,DIY體驗好好玩～下次還要來做DIY😍😍
蘇小如,6 個月前,5,好多可愛的襪子喲～
Werber Huang,6 個月前,5,襪子款式很多可以選擇，門票可全額折抵
Fu Hsin Hsu,6 個月前,5,DIY絨毛娃娃體驗很好玩，門票還可以全額折抵。票根留著再去小人國
李先達,6 個月前,5,
Lucia Liao,6 個月前,5,DIY好好玩！
蔡文凱,6 個月前,5,DIY好玩
嘿,6 個月前,5,做圍巾很好玩
行人,6 個月前,5,很棒的課程
丸子,6 個月前,5,品質不錯！種類多
Yiyi Tsai,6 個月前,5,
Skylimit Ray,6 個月前,5,Diy很有趣
王展,6 個月前,5,襪子多樣
kitty Lin (雙魚巧),6 個月前,5,
林雅苓,6 個月前,5,襪子🧦很有趣 …
米大,6 個月前,5,好好買好好逛，手做真有趣
張玲榕,6 個月前,5,Diy真有趣，很特別的體驗
奧尼,6 個月前,5,可帶親子同遊 了解襪子生產原理與歷史
tai daber,6 個月前,5,買了趁機買了好多襪子
薏如,6 個月前,2,
潘美霞,6 個月前,5,很多機能性襪子
Nick Yuan,6 個月前,5,探索襪子製作過程  懷舊可愛
簡沙拉,6 個月前,5,
林政賢,6 個月前,5,很舒服的地方中午沒有休息
Shuan (璇),6 個月前,4,第一次來到就消費了😂 …
tiby tiby ho,6 個月前,5,服務人員親切接待 服務體貼
古玉芬,6 個月前,5,襪子種類繁多，服務親切，一定要來DIY 唷
孫曉勵,6 個月前,5,樣式好多種 服務很好
Andy Andy,6 個月前,3,沒有DIY的話，我覺得不適合來
aileenhung,6 個月前,5,很讚
Hank. LEE,6 個月前,5,好逛又好玩
Wang Jessica,6 個月前,5,襪子花色繽紛可愛👍 …
Kiwi Lee,6 個月前,4,
Barron Lin,6 個月前,5,
王惠姝,6 個月前,5,春假期間免門票，服務親切，小朋友DIY圍巾很新奇很開心
Evan Chang,7 個月前,5,"有DIY襪子行程，屬於親子活動。如時間允許建議參加行程導覽，比較有助於了解可以了解襪子如用機器針織完成。現場有非常多襪子可以選購，戶外停車， 大約可以停10台，要去附近繞一繞，不要停在紅線上會被拖吊。
沒有DIY 行程這是一個大約20-30分鐘景點。"
200,7 個月前,4,
Ben 乃碩,7 個月前,5,"[純文字描述，因為已經有很多網友提供照片了]
先說結論，來這邊就是要搭配DIY活動，不然只是參觀的話，繞一圈10分鐘就走完了，一定會覺得很無趣。
停車場就在工廠門口前(免費)，位子很少，附近無停車場，若真的很多人前往的話，可能要詢問一下店家
DIY活動算是吳福洋襪子故事館的重點，有很多款式與項目可以選擇(價格也有所區分)，基本上DIY內容都是大中班以上的程度，小班或幼幼班的小孩就會很難參與其中了。
DIY活動有場次安排，上午時段人數較少，下午時段人數較多，也可以提前電話詢問與確認。
DIY過程中，除了有襪子姊姊或哥哥在講台前面解說之外，也會有一些工作人員叔叔阿姨在旁邊機動性走動的協助，算是很貼心了。
DIY的步驟，都算是簡單清楚，整個流程下來，約30-40分鐘。
如果是選""兔子""系列的DIY，工作人員還會幫忙接手比較複雜的地方。就是要讓旅客的DIY玩偶有百分百的成功，哈!
故事館挑選的這些玩偶真的還不錯，品質也很棒，很深得小小孩們的喜歡!再加上是自己DIY的，對他們來說，意義更大，呵呵!

現場有展示吳福洋的除臭襪功能，還有一些周邊的商品
整體來說，每個員工都很NICE! 在裡面逛起來也不會有壓力。

可以刷卡
免費停車
適合小學生"
林小君,7 個月前,5,春酒活動免門票、小孩自己DIY圍巾、非常棒喔！
邱靜雯,7 個月前,5,"可以參觀，也可以購物的好地方
襪子樣式多也好穿喔！"
景亮,7 個月前,3,襪子
魏君玲Jessie,7 個月前,5,服務親切 活動內容豐富
宇翔（YU-HSIANG）,7 個月前,5,可以做DIY 娃娃及圍巾
Doris H,7 個月前,5,小朋友很喜歡很喜歡
iM x 樂生活,7 個月前,5,"年節不收門票，首次帶孩子來體驗做圍巾🧣

室內整體乾淨明亮，服務人員的態度也很好。
蠻適合帶孩子來走走，了解襪子的故事喔！

#襪子故事館
#iM"
yenting lin,7 個月前,5,DIY體驗製作襪子很有趣的玩，適合親子來
游吉娜,7 個月前,5,
ting,7 個月前,5,很好玩的地方
李杰凱,7 個月前,5,詳細的介紹，適合親子的地方
應時蒨,7 個月前,5,襪子超好穿
陳盟仁,7 個月前,5,DIY真好玩
Flyingcloud Lin,7 個月前,5,很有趣的 DIY 體驗，值得全家光臨！
鍾孟修,7 個月前,5,diy很有趣
seager peng,7 個月前,4,襪子觀光工廠，門票100（可折抵館內消費），春節期間不收門票。停車位約20台內，可以停附近的路邊
吃飽沒事乾茶餐廳,7 個月前,3,
蔡青芸,7 個月前,5,好買的地方
宜（宜）,7 個月前,5,DIY 圍巾 好好玩
藍淑如,7 個月前,5,襪子好好穿！👍
Brian Blue,7 個月前,5,很可愛的Pizza襪🍕 …
林志芳,7 個月前,3,
BOSHCHANG,7 個月前,5,襪子讚
林芷瑩,7 個月前,5,
Froggy Su,7 個月前,5,來第二次了，還是這麼好玩
亞竹,7 個月前,5,很好玩的體驗，小朋友很有成就感
Cat Breeze,7 個月前,4,到1/18前免費參觀
洪宗勝,7 個月前,5,
張玉芳,7 個月前,5,讚！好穿
洪宇芊,7 個月前,5,襪子好穿！
簡睿彬,7 個月前,5,超多襪子可以選
夢小芬,7 個月前,5,
TAN LIN,7 個月前,5,DIY很好玩
Kg 50,7 個月前,5,"導覽姐姐很可愛
襪子款式很多材質也好"
陳淑儀,7 個月前,5,體驗織襪的課程很有趣！
王綿羊,7 個月前,5,DIY體驗很有趣，很適合親子來玩，也學習到製襪的技術
Deacon Wu,7 個月前,5,DIY體驗很有趣，很適合親子來體驗
Fang Yu Shiu,7 個月前,5,解說詳細，適合親子一同前往參觀
劉俊邑,7 個月前,5,
Ada,7 個月前,5,
Linda Kim,7 個月前,5,襪子種類很多
李小璇,7 個月前,5,"DIY很有趣
送禮自用很大氣"
GT Le,7 個月前,5,襪子非常好穿👍🏻 …
林郁良,7 個月前,5,使用古老機器做娃娃很有趣
kelly yang,7 個月前,5,意外的有趣
Fiona Wang,7 個月前,5,"手作DIY 很值得票價
工作人員專業親切
襪子品質非常好
小朋友都好開心"
蔡喵喵,7 個月前,5,入場門票可以抵消費 雖然價格偏貴 要280 但披薩襪很特別 且買二送一
孫亞妮,7 個月前,5,孩子玩得很開心，襪子都超級可愛樣式多
黃齡慧,7 個月前,5,非常棒的知識性體驗，也有手作活動。解說介紹詳細，空間明亮舒適，商品琳琅滿目，洗手間很乾淨。
施小翠,7 個月前,5,好逛好玩好買
蔡昀翰,7 個月前,5,襪子工廠有趣好玩，寓教於樂！
吳虹諺（Bella）,7 個月前,5,手作可愛炸蝦～^_^
Judy Chen,7 個月前,5,
劉安琪,7 個月前,5,
Eric Wu,7 個月前,5,DIY 體驗很好玩，適合帶小朋友來體驗，另外也有現場導覽，介紹襪子怎麼製作喔！
魏君育,7 個月前,5,襪子好穿
Kway Lin,7 個月前,5,襪子好好穿，價格實惠
Amy Teacher,7 個月前,5,襪子還不錯種類很多
Yi Chen Yao (艾米粒小宇宙),8 個月前,5,做襪套超可愛～不管水瓶多大都可以裝得進去，再也不會讓冰的飲料濕透包包內😆
Sean Huang,8 個月前,5,襪子很好穿
廖玟婷,8 個月前,5,"DIY體驗好有趣～
小孩好喜歡！"
黃信嘉,8 個月前,5,DIY不難 適合小朋友
Carol Lee,8 個月前,5,很多各式造型可愛的襪子
黃敬軒,8 個月前,5,入館門票$100可折消費，襪子超多！
楊景昇,8 個月前,5,DIY很有趣！
林佩妤,8 個月前,5,DIY課程小朋友很開心😃 …
李彥錡,8 個月前,5,DIY體驗很有趣
謝艾庭,8 個月前,5,
蔡昕樺,8 個月前,5,襪子好穿，服務親切
李健忠,8 個月前,5,襪子好好穿
美睫RuRu,8 個月前,5,帶小孩來體驗DIY450元的蜥蜴，順便了解襪子的故事，門票100元可以折抵商品
張筱婕,8 個月前,5,襪子好可愛！DIY好好玩
Hank,8 個月前,5,好玩 又好逛
黃煒鑫,8 個月前,5,襪子好穿👍 …
蔡PT,8 個月前,5,很棒的襪子工廠，有導覽，有DIY。
Ting Ting,8 個月前,5,襪子材質很好 💯 …
許凱婷,8 個月前,5,他們家的襪子都沒打廣告，真的很厲害，雖然價位偏高，但很值得購買❤️
張時造,8 個月前,5,有趣的
2345 1,8 個月前,5,第一次看到製作襪子的過程  很有趣
林明緒,8 個月前,5,"打卡送小禮物
襪子很多選擇也很好拍"
kiki Hsueh,8 個月前,3,"服務人員很親切 但可以參觀的部分比賣商品的位置少（大概10幾分鐘逛完）還好門票便宜只收一百元可以抵消費
現場有時間性付費的DIY課程（依照所選要做的產品費用有所不同）"
SJ,8 個月前,5,用心的觀光工廠
姿穎黃,8 個月前,5,DIY真有趣！
Danny,8 個月前,5,滿載而歸！
施佩宜,8 個月前,5,襪子好好穿
呂汶錚,8 個月前,5,體驗真有趣
Mason Lai,8 個月前,5,可以看到產業的歷史
jacky chen,8 個月前,5,很有趣的圍巾diy  很專業的導覽喔！
Andrew Chu,8 個月前,5,很有趣、適合全家一起來
Nell Chen,8 個月前,5,襪子超棒，非常好玩
PEI CHEN HSU,8 個月前,5,"Diy體驗很有趣
活動知識型"
大直悦宜,8 個月前,5,色彩繽紛的保暖物及襪子
i037370072,8 個月前,5,體驗很有趣
賴慧菁,8 個月前,5,好玩有趣
吳宗隆,8 個月前,5,
Winnie Huang,8 個月前,5,襪子好好穿 很好玩
tc Kao,8 個月前,5,襪子很可愛，櫃檯小姐很可愛，服務員解說很詳細
weishu kao,8 個月前,5,"櫃檯服務小姐很親切，
禮物是口罩套，很有趣"
Jerry Kao,8 個月前,5,好穿好玩
Fish,8 個月前,5,"襪子/圍巾DIY
不同於彰化襪子工廠
現成工具包，塞棉花、貼一貼眼睛

《吳福洋襪子故事館》DIY
從一針一線開始
比較有趣，有意義和成就感
小朋友很喜歡！

門票$100
可以抵店內消費
蠻多有質感的襪子…."
林柏孝,8 個月前,5,襪子好好穿
曾玉貞,8 個月前,5,適合親子遊玩
許方怡,8 個月前,5,說明很詳細。解說員很親切
羅子傑,8 個月前,5,有趣的DIY
yiting fan,8 個月前,5,
fruitspunch.m,8 個月前,3,小孩太小，逛ㄧ圈就結束了。可能大ㄧ點再來比較好
Shelly Chang,8 個月前,5,服務親切，商品很棒
Asa. 張志銘 (YY),8 個月前,5,襪子不錯穿
薑母鴨喵喵,8 個月前,5,襪子不錯
余致廷,8 個月前,5,非常有教育意義的地方👍
小羊咩咩叫,9 個月前,5,
yiying Chen,9 個月前,5,襪子好穿
裴璇黃,9 個月前,5,可愛又實用
黃若薰,9 個月前,5,襪子很可愛，還有甜甜圈跟披薩的襪子
蘇英文,9 個月前,5,很多次的光臨了
Sam Chuang,9 個月前,5,好。襪子很好穿
劉雅婷,9 個月前,5,買除臭襪的好選擇，這次還能回收洗淨的舊襪，一雙折20元的活動
唐玮骏,9 個月前,5,非常棒的體驗。diy很有趣
旅遊好鄰居,9 個月前,5,推薦！可以帶小孩來做襪子！
荒川 吏允 Rien Arakawa (黃英凱),9 個月前,5,DIY 很有趣。
naoyuki arakawa,9 個月前,5,DIY很有趣，但是要注意只有六日才有DIY哟！😆
張耀天,9 個月前,5,體驗很棒，台灣製品讚
penny lin,9 個月前,5,自己動手做，好好玩，小孩好開心
木國銘,9 個月前,5,離家近的親子館。
chen k,9 個月前,5,DIY襪子娃娃很可愛
Vicky Hsieh,9 個月前,5,非假日來參觀 沒有導覽也沒有DIY活動  也就沒有收門票。 只有我們自己慢慢看說明與介紹  很特別的館  個人非常喜歡， 看完後可以挑選喜歡的襪子款式  買了三雙五指襪回家穿 指無痕系列穿起來非常舒服
余永瀚,9 個月前,5,值得來走一趟
Jannine王子瑄,9 個月前,5,DIY手作圍巾超有趣！
李昀翰,9 個月前,5,
Justin Tai,9 個月前,5,襪子的品質不錯，又好穿
John Chen,9 個月前,4,
許惠姍,9 個月前,5,"入館門票100元
可全額折抵消費👍🏻
買襪子或DIY都很不錯～
Google活動送口罩保護套喔‼️

可以看襪子的製作過程
一隻隻襪子跑出來很有趣
（在這裡看了20分鐘😆
還有歷史和Q&A知識區

另一區是販賣的
各種款式的襪子 瓶衣套 娃娃
其中Pizza和甜甜圈襪是熱銷特別款
很適合送禮或交換禮物🎁

✨✨喜歡我的評論歡迎追蹤IG: nice_x3life"
Mm,9 個月前,5,商品多 品質好👍🏻 …
王永慶,9 個月前,5,品質很優!
C.L. Huang,9 個月前,5,台灣好襪子
QN,9 個月前,5,襪子很酷！
林勤誠,9 個月前,5,解說很詳細，襪子品質不錯
唐心羚,9 個月前,5,襪子種類多，好穿
Jennifer Yamazaki,9 個月前,5,小朋友來了很多次做DIY! 很棒的體驗！
楊雅茹,9 個月前,5,DIY體驗很有趣
Linda Yang,9 個月前,5,襪子工廠好棒棒！
mandy tsai,9 個月前,5,親子DIY太讚了，又近又好玩。
dajiun ni,9 個月前,5,DIY很有趣，福務人員很親切。
chen yeah,9 個月前,5,詳細生動的解說，DIY活動豐富好玩環境乾淨舒服值得來體驗。
峙泉劉,9 個月前,5,"很適合帶小孩來玩的地方
襪子售價比想像中便宜的很多"
施靜怡,9 個月前,5,有詳細介紹襪子的生產過程，襪子種類也很多，品質也很好！
林庭語,9 個月前,5,有趣 好玩
penny chen,9 個月前,5,襪子很多喔～
梨緯摁,9 個月前,5,原來做襪子的機器這麼厲害👍
謝沛于,9 個月前,5,襪子很多很美種類很多
gogo lin,9 個月前,5,很棒的地方
梁月香,9 個月前,5,天然材質、舒適好看
JJ,9 個月前,5,導覽人員講解很清楚 很親切 👍 …
YT Chen個人信箱,9 個月前,5,很好的diy體驗
夜。,9 個月前,5,"體驗做襪子嚕
做來穿"
鄭聰惠,9 個月前,4,
Grace Huang,9 個月前,5,親子同樂的好地方
Aaron Chiu,9 個月前,5,Diy很好玩
毛詩豪,9 個月前,5,體驗襪子的製造過程，並保留過往的機器供小朋友了解歷史。
羅智聰,9 個月前,5,襪子好好穿
林士傑,9 個月前,5,襪子厲害，品項又多
虛殿,9 個月前,5,除臭襪子很利害
李盈盈,10 個月前,5,"很多可愛的襪子
很優惠的價格
服務人員親切"
李育昇（Xander）,10 個月前,5,有趣的襪子觀光工廠，可以體驗襪子娃娃跟買台灣製好襪
kindom0508,10 個月前,5,襪子種類多樣，也有賣其他針織產品，動線設計理想，可以深入了解襪子的製作過程和吳福洋襪子的歷史，很有趣，值得到此一遊！
Shawn Lin,10 個月前,5,小孩很開心
蔡犬姬,10 個月前,5,很有趣的Diy全程從0的有
QQ,10 個月前,5,體驗介紹讚👍🏻 商品佳👏👏 …
陳燦生,10 個月前,5,DIY好玩
羅玉慧,10 個月前,5,襪子好美
Lulu Lin,10 個月前,5,DIY好好玩
Lo Renee,10 個月前,5,
鄭貴太,10 個月前,5,
c c,10 個月前,5,
陳昱璇,10 個月前,5,商品生動造型多元可愛，服務人員態度親切！
顏志成,10 個月前,5,東西多，手作好玩
Tower Blue,10 個月前,5,做襪子的兔子娃娃超有趣的！
許雅然,10 個月前,5,DIY水壺套好好玩～
翁瑞蘭,10 個月前,5,
簡書琦,10 個月前,5,今天來參訪很好玩，導覽人員解說很仔細👍 …
Cheng Weida,10 個月前,4,
BARON EGG,10 個月前,5,DIY好好玩
Jesnhung0513 Jeanhung0513,10 個月前,5,陪小朋友來做襪子很好玩
樺樺,10 個月前,5,"襪子款式多
服務員熱心 👍🏽"
肖玮婷,10 個月前,5,小朋友在這裡很開心
王偉峻,10 個月前,5,小朋友襪子好可愛！
KaiChun Wang,10 個月前,5,從小襪子都在這買❤️
劉嘉偉,10 個月前,5,好逛，有趣的DIY
周比力,10 個月前,5,非常適合帶小孩來逛
黃肇蕙,10 個月前,2,"服務人員態度無法接受
進去沒5分鍾就沒購買慾
直接走人"
魏金鈴,10 個月前,5,襪子舒適好穿，物美價廉，服務人員態度親切，很舒服的購物環境！
黎羿汝,10 個月前,5,"當天去因是特惠活動,所以不用門票
之後就要門票100了
襪子很多種可以選
工廠流程一目了然
也有詳細介紹第一代第二代第三代的歷史
第一代的手工蠶絲襪真的無敵精緻的"
黃佳慧,10 個月前,5,款式多
Yun-Jie Jhou,10 個月前,5,
Chiu Lynn,10 個月前,4,不用門票的時候才推，DIY還不錯
珊珊,10 個月前,4,"DIY價格偏高，選了炸蝦$450，我問服務人員，跟350明明差不多大小，也沒350的複雜，為什麼價錢差那麼多，也回答不出所以然😒

玩偶350～500吧
圍巾300～430吧
配件另外算"
Vivien Huang,10 個月前,5,參觀和體驗手作，很有趣。
鄭仲佑,10 個月前,5,
陳雅蘭,10 個月前,5,DIY 很好玩
lyn eun ke,10 個月前,5,DIY👍 …
809-15林恩可,10 個月前,5,"Diy很好玩
環境很乾淨"
Martin Hsieh (馬丁謝),10 個月前,5,
Laura Su,10 個月前,5,整個襪子世界中迷失～好幸福開心😃襪子迷必來！
Yuki Lin,10 個月前,5,
Star Huang,10 個月前,5,導覽解說非常詳細
謝昶毅,10 個月前,5,DIY真的很有趣
煒智,10 個月前,5,好評
Deaign D,10 個月前,5,導覽詳細，服務周到。
Chelsea Huang,10 個月前,5,襪子好好穿
許睿庭,10 個月前,5,襪子CP值很高！
許政凱,10 個月前,5,襪子很舒適
Jessie Lien,10 個月前,5,好買好玩
Yu-ling Huang,10 個月前,5,"襪子好好穿
導覽很有趣"
劉怡昀,10 個月前,5,導覽人員介紹的很詳細 也很活潑
呂家豪,10 個月前,5,導覽介紹活潑生動
Steve Yang,10 個月前,5,DIY約莫一小時，還算有趣。導覽15分鐘快速看看歷史，雨天可以帶小孩來打發時間。工作人員都滿親切的
李幸儒,10 個月前,5,導覽很有趣喔！
Roger Chen,10 個月前,5,襪子好穿，服務品質優
楊鈞嵐,10 個月前,5,說明清楚 襪子很好穿
張皓宇,10 個月前,5,讚讚
黃國文,10 個月前,5,親子體驗做襪子好有趣
Tim H,10 個月前,5,服務人員都很親切唷
jessica chang,10 個月前,5,是帶孩子手作好地方
Steve Chang,10 個月前,5,講解很熱情，推薦
柯維喬,10 個月前,5,
Dennis Chen,10 個月前,5,DIY超級可愛。襪子很舒服唷！
黃舒榆,10 個月前,5,"diy簡單好上手 小孩4-6歲就能大部分自己做
只是價格稍微高一點"
Lara,10 個月前,5,襪子都好可愛😍😍
震融環保105陳羿霖,10 個月前,5,導覽仔細喔
Oneone Su,10 個月前,4,好地方，孩子會喜歡的
王伯旭,10 個月前,5,下雨好去處
Fangyu,10 個月前,5,下雨天好去處
Mikime,10 個月前,5,屬於要DIY的地方！覺得很值得！讓小孩真的從零開始織出娃娃！我們做襪娃娃ㄧ隻380元！小孩很喜歡💕
李逸姍,10 個月前,5,
浮竹,10 個月前,5,很棒哦
廖廷瑜,10 個月前,5,襪子DIY好好玩
張筱徽,10 個月前,5,DIY體驗好好玩
許志誠,10 個月前,5,適合全家參與
張阿花,10 個月前,5,小而美的襪子工廠，還有DIY活動很有趣
