setTime,star,content,ckip_result,seg_result
1 年前,5,很棒的休息站整體建築非常可愛有童趣廁所很乾淨甚至還有免治馬桶路過可以下來照照相上廁所裝個水,['休息站(Nc) 整體(Na) 建築(Na) 可愛(VH) 童趣(Na) 廁所(Nc) 乾淨(VH) 馬桶(Na) 路過(VCL) 下來(VA) 照照(VB) 廁所(Nc)'],休息站 整體 建築 可愛 童趣 廁所 乾淨 馬桶 路過 下來 照照 廁所
1 年前,4,,,
1 年前,3,,,
1 年前,5,蹓小孩的好地方,['小孩(Na) 地方(Na)'],小孩 地方
1 年前,5,設備 不錯 景觀 漂亮,['設備(Na) 不錯(VH) 景觀(Na) 漂亮(VH)'],設備 不錯 景觀 漂亮
1 年前,4,自行車騎乘的優質中繼站,['自行車(Na) 騎乘(VC) 中繼站(Nc)'],自行車 騎乘 中繼站
1 年前,4,,,
1 年前,5,,,
1 年前,3,,,
1 年前,3,,,
1 年前,4,就滿乾淨的一個地方但是沒辦法待太久設備不多,['乾淨(VH) 地方(Na) 沒辦法(VI) 設備(Na)'],乾淨 地方 沒辦法 設備
1 年前,4,,,
1 年前,4,,,
1 年前,4,志工服務好寂靜的休息好處所可惜小黑蚊多些,['志工(Na) 服務好(VC) 寂靜(VH) 休息(Nv) 好處所(Nc) 可惜(VH) 黑蚊(Na)'],志工 服務好 寂靜 休息 好處所 可惜 黑蚊
1 年前,4,,,
1 年前,5,自己的故鄉,['故鄉(Nc)'],故鄉
1 年前,5,徵累的時候進入園稍做休息遊客中心腹地還算大停車也方便中心工作人員親切,['徵累(VH) 時候(Na) 進入(VCL) 休息(VA) 遊客(Na) 中心(Nc) 腹地(Na) 停車(VA) 方便(VH) 中心(Nc) 工作(Na) 人員(Na) 親切(VH)'],徵累 時候 進入 休息 遊客 中心 腹地 停車 方便 中心 工作 人員 親切
1 年前,4,累的時候可以路過順便休息   不過這邊沒什麼特別 上面有個步道可以走走就是了,['時候(Na) 路過(VCL) 休息(VA) 這邊(Ncd) 特別(VH) 上面(Ncd) 步道(Na) 走走(VA) 就是了(VH)'],時候 路過 休息 這邊 特別 上面 步道 走走 就是了
1 年前,5,規劃的不錯停車場很大,['規劃(VC) 不錯(VH) 停車場(Nc)'],規劃 不錯 停車場
1 年前,3,公園不錯的,['公園(Nc) 不錯(VH)'],公園 不錯
1 年前,3,,,
1 年前,5,,,
1 年前,5,,,
1 年前,4,還算悠閒地一個小地方可以走走晃晃,['悠閒(VH) 地方(Na) 走走(VA) 晃晃(VA)'],悠閒 地方 走走 晃晃
1 年前,5,城堡式健築充滿童趣後山有一條步道不會很長可走走,['健築(VC) 充滿(VJ) 童趣(Na) 後山(Nc) 步道(Na) 走走(VA)'],健築 充滿 童趣 後山 步道 走走
1 年前,4,腹地規劃可以有再造更大空間比較屬於兒童的景點同質性高,['腹地(Na) 規劃(Na) 空間(Na) 屬於(VG) 兒童(Na) 景點(Na) 同質性(Na)'],腹地 規劃 空間 屬於 兒童 景點 同質性
1 年前,3,路過參觀一下,['路過(VCL) 參觀(VC) 一下(Nd)'],路過 參觀 一下
1 年前,4,,,
1 年前,5,騎車的好地方中途休息站,['騎車(VA) 地方(Na) 中途(Nc) 休息站(Nc)'],騎車 地方 中途 休息站
1 年前,4,讚,[''],
1 年前,4,,,
1 年前,5,讚,[''],
1 年前,4,,,
1 年前,5,有個小山公園可以很輕鬆的走一圈廁所還有免治馬桶,['小山(VH) 公園(Nc) 輕鬆(VH) 廁所(Nc) 馬桶(Na)'],小山 公園 輕鬆 廁所 馬桶
1 年前,3,拍照短暫停留的地方服務中心的人員很熱心,['拍照(VB) 短暫(VH) 停留(VA) 地方(Na) 服務(VC) 中心(Nc) 人員(Na) 熱心(VJ)'],拍照 短暫 停留 地方 服務 中心 人員 熱心
1 年前,5,童話世界的建築造型可愛的牆壁裝飾找找看有哪幾隻台灣特有種動物哦,['童話(Na) 世界(Nc) 建築(Na) 造型(Na) 可愛(VH) 牆壁(Na) 裝飾(Na) 找找(VC) 台灣(Nc) 特有種(Na) 動物(Na)'],童話 世界 建築 造型 可愛 牆壁 裝飾 找找 台灣 特有種 動物
1 年前,4,,,
1 年前,4,,,
1 年前,5,來趟山林之旅別忘了到遊客中心能更深入了解山林之美,['山林(Nc) 遊客(Na) 中心(Nc) 深入(VH) 了解(VK) 山林(Nc)'],山林 遊客 中心 深入 了解 山林
1 年前,1,,,
1 年前,5,來中埔不要忘了來此休息欣賞美麗景色,['中埔(Nc) 休息(VA) 欣賞(VJ) 美麗(VH) 景色(Na)'],中埔 休息 欣賞 美麗 景色
1 年前,4,真的單純來拍照就走人的地方但可以拍的地方也蠻多可以短暫停留拍個照,['單純(VH) 拍照(VB) 走人(VA) 地方(Na) 地方(Na) 短暫(VH) 停留(VA)'],單純 拍照 走人 地方 地方 短暫 停留
1 年前,5,,,
1 年前,4,,,
1 年前,4,,,
1 年前,5,,,
1 年前,3,,,
1 年前,4,,,
1 年前,3,雖位處偏遠但仿歐洲城堡的設計可吸引孩童前來遊憩,['位處(VJ) 偏遠(VH) 歐洲(Nc) 城堡(Na) 設計(Na) 吸引(VJ) 孩童(Na) 前來(VCL) 遊憩(VA)'],位處 偏遠 歐洲 城堡 設計 吸引 孩童 前來 遊憩
1 年前,5,雖然沒啥遊客會停留但也是西拉雅風景區內的其中一個遊客中心內部設施乾淨值得推薦,['遊客(Na) 停留(VA) 風景區(Nc) 遊客(Na) 中心(Nc) 內部(Ncd) 設施(Na) 乾淨(VH) 值得(VH) 推薦(VC)'],遊客 停留 風景區 遊客 中心 內部 設施 乾淨 值得 推薦
1 年前,4,短暫停留10分鐘小景點 有個小小步道約10分鐘 不用特別停留 唯一值得稱讚廁所有免治馬桶,['短暫(VH) 停留(VA) 10(Neu) 分鐘(Nf) 景點(Na) 小小(VH) 步道(Na) 10(Neu) 分鐘(Nf) 特別(VH) 停留(VA) 值得(VH) 稱讚(VE) 廁所(Nc) 馬桶(Na)'],短暫 停留 10 分鐘 景點 小小 步道 10 分鐘 特別 停留 值得 稱讚 廁所 馬桶
1 年前,5,,,
1 年前,5,很乾淨 佈置很可愛,['乾淨(VH) 佈置(VC) 可愛(VH)'],乾淨 佈置 可愛
1 年前,4,,,
1 年前,5,"裡面有乾淨的廁所和可以拍照的玩偶擺飾
旁邊也有一間711便利商店
親子旅遊的好去處注意夏天的小蚊子",['裡面(Ncd) 乾淨(VH) 廁所(Nc) 拍照(VB) 玩偶(Na) 擺飾(Na) 旁邊(Ncd) 711(Neu) 便利商店(Nc) 親子(Na) 旅遊(VA) 去處(Nc) 注意(VK) 夏天(Nd) 蚊子(Na)'],裡面 乾淨 廁所 拍照 玩偶 擺飾 旁邊 711 便利商店 親子 旅遊 去處 注意 夏天 蚊子
1 年前,5,乾淨舒適的場地可愛活潑的佈置值得帶小朋友來逛逛,['乾淨(VH) 舒適(VH) 場地(Na) 可愛(VH) 活潑(VH) 佈置(Nv) 值得(VH) 小朋友(Na) 逛逛(VCL)'],乾淨 舒適 場地 可愛 活潑 佈置 值得 小朋友 逛逛
1 年前,5,,,
1 年前,5,,,
1 年前,2,小黑蚊多,['黑蚊(Na)'],黑蚊
1 年前,5,,,
1 年前,2,,,
1 年前,4,很好拍照順路走走還可以,['拍照(VB) 走走(VA)'],拍照 走走
1 年前,5,,,
1 年前,4,廁所很乾淨,['廁所(Nc) 乾淨(VH)'],廁所 乾淨
1 年前,3,寬廣的腹地平時遊客不多很適合暫時停留走一走休息一下後方有一個短短的山坡步道大概十五分鐘左右就可以走一圈停車場在主建築後方,['寬廣(VH) 腹地(Na) 平時(Nd) 遊客(Na) 適合(VH) 停留(VA) 休息(VA) 一下(Nd) 後方(Ncd) 短短(VH) 山坡(Na) 步道(Na) 十五(Neu) 分鐘(Nf) 左右(Ng) 停車場(Nc) 建築(Na) 後方(Ncd)'],寬廣 腹地 平時 遊客 適合 停留 休息 一下 後方 短短 山坡 步道 十五 分鐘 左右 停車場 建築 後方
1 年前,5,休息的好地方後面有小山可以走走,['休息(VA) 地方(Na) 後面(Ncd) 走走(VA)'],休息 地方 後面 走走
1 年前,4,,,
1 年前,4,,,
1 年前,5,假日可以帶小孩來散步不過附近並無相關景點有的話都有一點距離可能適合附近居民或是路過,['假日(Nd) 小孩(Na) 散步(VA) 附近(Nc) 相關(VH) 景點(Na) 一點(Neqa) 距離(Na) 適合(VH) 附近(Nc) 居民(Na) 路過(VCL)'],假日 小孩 散步 附近 相關 景點 一點 距離 適合 附近 居民 路過
1 年前,4,風景好但目前禁止進入,['風景(Na) 目前(Nd) 禁止(VE) 進入(VCL)'],風景 目前 禁止 進入
