setTime,star,content,ckip_result,seg_result
2 個月前,3,"春節假期昨日初五與家人去鶯歌陶瓷老街後又繞到祖師廟兩者距離大約騎車10分鐘算蠻近的只是我們非本地人也太久沒有到這邊來所以路況不熟走走停停一直看導航
也是因為春節假期人潮眾多我們停放機車的地方在最前方大的十字路口再往裡走大約35分鐘人潮越來越多全部都擠在廟宇旁邊的美食街上就是在派出所前
整條道路非常古色古香整排的店面都是保有古厝建築風格
也因為人潮太多也沒辦法好好看看這的建築我們沒有走到最底走了3分之2有很多知名的店排太多人就沒有去排隊購買真心建議大家連續假期去觀光景點或是廟宇非常熱鬧但也要注意安全還有不喜歡人擠人的有機會就平日去人潮可能會稍微少一些喔
也是因為家人的腿及腰已經不舒服了就回程繞進去祖師廟大門前本想走進去廟裡但廟內太多人太過擁擠所以我們就雙手合十在門口誠心參拜後逛回去
逛回去的街邊有在賣杏仁茶一杯也不便宜耶可能我們也是觀光客不常去家人覺得過年期間就算了現調一杯80無糖確實偏貴
我偶爾去逛逛走走也是不錯的選擇廟宇是讓人身心寧靜的地方
台灣人很喜歡拜拜祖師廟也是很推薦的廟宇之一喔",['春節(Nd) 假期(Na) 昨日(Nd) 初五(Nd) 家人(Na) 鶯歌(Nc) 陶瓷(Na) 老街(Nc) 繞到(VCL) 祖師廟(Nc) 距離(Na) 騎車(VA) 10(Neu) 分鐘(Nf) 本地人(Nes) 這邊(Ncd) 路況(Na) 走走(VA) 停停(VH) 導航(VB) 春節(Nd) 假期(Na) 人潮(Na) 眾多(VH) 停放(VC) 機車(Na) 地方(Na) 前方(Ncd) 十字路口(Na) 35(Neu) 分鐘(Nf) 人潮(Na) 全部(Neqa) 廟宇(Na) 旁邊(Ncd) 美食(Na) 派出所(Nc) 道路(Na) 古色(VH) 古香(VH) 店面(Na) 保有(VJ) 古厝(Na) 建築(Na) 風格(Na) 人潮(Na) 太多(VH) 沒辦法(VI) 好好看看(VH) 建築(Na) 走到(VCL) 3分之2(Neqa) 很多(Neqa) 知名(VH) 太多(Neqa) 排隊(VA) 購買(VC) 真心(VH) 建議(VE) 連續(VH) 假期(Na) 觀光(VA) 景點(Na) 廟宇(Na) 熱鬧(VH) 注意(VK) 安全(VH) 喜歡(VK) 機會(Na) 平日(Nd) 人潮(Na) 一些(Neqa) 家人(Na) 舒服(VH) 回程(Na) 繞進去(VA) 祖師廟(Nc) 大門(Na) 走進去(VA) 太多(Neqa) 擁擠(VH) 雙手(Na) 合十(VA) 門口(Nc) 誠心(VH) 參拜(VC) 回去(VA) 回去(VA) 杏仁茶(Na) 便宜(VH) 觀光客(Na) 家人(Na) 覺得(VK) 過年(VA) 期間(Na) 80(Neu) 逛逛(VCL) 走走(VA) 不錯(VH) 選擇(VC) 廟宇(Na) 身心(Na) 寧靜(VH) 地方(Na) 台灣人(Na) 喜歡(VK) 拜拜(VA) 祖師廟(Nc) 推薦(VC) 廟宇(Na)'],春節 假期 昨日 初五 家人 鶯歌 陶瓷 老街 繞到 祖師廟 距離 騎車 10 分鐘 本地人 這邊 路況 走走 停停 導航 春節 假期 人潮 眾多 停放 機車 地方 前方 十字路口 35 分鐘 人潮 全部 廟宇 旁邊 美食 派出所 道路 古色 古香 店面 保有 古厝 建築 風格 人潮 太多 沒辦法 好好看看 建築 走到 3分之2 很多 知名 太多 排隊 購買 真心 建議 連續 假期 觀光 景點 廟宇 熱鬧 注意 安全 喜歡 機會 平日 人潮 一些 家人 舒服 回程 繞進去 祖師廟 大門 走進去 太多 擁擠 雙手 合十 門口 誠心 參拜 回去 回去 杏仁茶 便宜 觀光客 家人 覺得 過年 期間 80 逛逛 走走 不錯 選擇 廟宇 身心 寧靜 地方 台灣人 喜歡 拜拜 祖師廟 推薦 廟宇
2 個月前,1,垃圾寺廟死性不改請停止舉辦神豬比賽,['垃圾寺廟(Na) 死性(Na) 停止(VF) 舉辦(VC) 比賽(Na)'],垃圾寺廟 死性 停止 舉辦 比賽
2 個月前,5,,,
2 個月前,5,祖師廟百年古蹟常常三峽老街都會順道來這走走假日都很多人熱鬧,['祖師廟(Nc) 古蹟(Na) 三峽(Nc) 老街(Nc) 走走(VA) 假日(Nd) 很多(Neqa) 熱鬧(VH)'],祖師廟 古蹟 三峽 老街 走走 假日 很多 熱鬧
2 個月前,5,"在三峽老街裡的廟
香火鼎盛
附近有老街可吃喝逛街
適合出遊走春",['三峽(Nc) 老街(Nc) 廟\n(Na) 香火(Na) 鼎盛(VH) 附近(Nc) 老街(Nc) 逛街(VA) 適合(VH) 出遊走春(VA)'],"三峽 老街 廟
 香火 鼎盛 附近 老街 逛街 適合 出遊走春"
2 個月前,1,虐殺動物的行為還沾沾自喜在廟口販售天價豬公肉賣完剩下豬頭還掛著豬頭敲鑼打鼓的繞街十足的野蠻人作風廟方還當成傳統文化沾沾自喜之前有外國友人看了直接搖頭都什麼年代了還有著種落後殘忍的風俗自稱東方藝術殿堂感覺應該是很高尚的結果卻還在做著種充滿商業化殘忍的行為,['虐殺(VC) 動物(Na) 行為(Na) 沾沾自喜(VH) 廟口(Nc) 販售(VD) 天價(Na) 豬公肉(Na) 賣完(VC) 剩下(VJ) 豬頭(Na) 豬頭(Na) 敲鑼打鼓(VA) 繞街(VA) 十足(VH) 野蠻人(VH) 作風(Na) 廟方(Na) 當成(VG) 傳統(VH) 文化(Na) 沾沾自喜(VH) 之前(Ng) 外國(Nc) 友人(Na) 直接(VH) 搖頭(VA) 年代(Nd) 落後(VA) 殘忍(VH) 風俗(Na) 自稱(VG) 東方(Ncd) 藝術(Na) 殿堂(Nc) 感覺(VK) 高尚(VH) 結果(Na) 充滿(VJ) 商業化(VHC) 殘忍(VH) 行為(Na)'],虐殺 動物 行為 沾沾自喜 廟口 販售 天價 豬公肉 賣完 剩下 豬頭 豬頭 敲鑼打鼓 繞街 十足 野蠻人 作風 廟方 當成 傳統 文化 沾沾自喜 之前 外國 友人 直接 搖頭 年代 落後 殘忍 風俗 自稱 東方 藝術 殿堂 感覺 高尚 結果 充滿 商業化 殘忍 行為
2 個月前,5,"來到三峽必吃勇伯豆花跟金牛角
體驗建築及街道的古色古香
還有祖師廟可以去拜拜求平安喔 ",['來到(VCL) 三峽(Nc) 勇伯(Na) 豆花(Na) 金牛角\n(Nc) 體驗(VC) 建築(Na) 街道(Na) 古色古香(VH) 祖師廟(Nc) 拜拜(VA) 平安(VH)'],"來到 三峽 勇伯 豆花 金牛角
 體驗 建築 街道 古色古香 祖師廟 拜拜 平安"
2 個月前,1,廟方人員態度傲慢為了一個野蠻落後虐待動物假傳統文化之名實為商業暴利行為早該廢除的活動大年初六才要開始初五就把廣場和旁邊的道路都封鎖廣場是你們廟方的但道路應該不是吧連行人都沒辦法通過這是畫地為王嗎警察也不管三峽是沒王法了嗎,['廟方(Na) 人員(Na) 態度(Na) 傲慢(VH) 野蠻(VH) 落後(VJ) 虐待(VC) 動物(Na) 傳統(VH) 文化(Na) 商業(Na) 暴利(Na) 行為(Na) 廢除(VC) 活動(Na) 大年初六(Nd) 開始(VL) 初五(Nd) 廣場(Nc) 旁邊(Ncd) 道路(Na) 封鎖(VC) 廣場(Nc) 廟方(Na) 道路(Na) 行人(Na) 沒辦法(VI) 通過(VC) 畫地(VC) 為王(VG) 警察(Na) 三峽(Nc) 王法(Na)'],廟方 人員 態度 傲慢 野蠻 落後 虐待 動物 傳統 文化 商業 暴利 行為 廢除 活動 大年初六 開始 初五 廣場 旁邊 道路 封鎖 廣場 廟方 道路 行人 沒辦法 通過 畫地 為王 警察 三峽 王法
2 個月前,5,,,
3 個月前,4,,,
3 個月前,5,"歷史悠久
雖然沒有看到賽豬公
但是人潮眾多",['歷史(Na) 悠久(VH) 看到(VE) 賽豬公(Na) 人潮(Na) 眾多(VH)'],歷史 悠久 看到 賽豬公 人潮 眾多
3 個月前,5,,,
3 個月前,5,很漂亮,['漂亮(VH)'],漂亮
3 個月前,4,它是一座古老的廟宇供奉主神是清水祖師爺了因為是在市區內所以腹地不大可以改造的機會就不大可能了但它的歷史與顯機也是家戶眾多所知的在沐浴佛恩後走出來在左手邊有一個值得我們在那裡踏青健行的好地方啊爬上階梯後又一條橫跨三峽河是一個值得我們在那兒欣賞風光亮麗動人的好地方喔尤其節日時那是特別的熱鬧非凡哦,['古老(VH) 廟宇(Na) 供奉(VC) 主神(Na) 清水祖師爺(Na) 市區(Nc) 腹地(Na) 改造(VC) 機會(Na) 可能(VH) 歷史(Na) 顯機(Na) 家戶(Na) 眾多(VH) 沐浴佛恩(VC) 走出來(VA) 左手(Na) 值得(VH) 那裡(Ncd) 踏青(VA) 健行(VA) 地方(Na) 爬上(VCL) 階梯(Na) 橫跨(VJ) 三峽河(Nc) 值得(VH) 那兒(Ncd) 欣賞(VJ) 風光(VH) 亮麗(VH) 動人(VH) 地方(Na) 節日(Na) 特別(VH) 熱鬧(VH) 非凡(VH)'],古老 廟宇 供奉 主神 清水祖師爺 市區 腹地 改造 機會 可能 歷史 顯機 家戶 眾多 沐浴佛恩 走出來 左手 值得 那裡 踏青 健行 地方 爬上 階梯 橫跨 三峽河 值得 那兒 欣賞 風光 亮麗 動人 地方 節日 特別 熱鬧 非凡
3 個月前,5,,,
3 個月前,5,東西好吃 建築很有特色,['東西(Na) 好吃(VH) 建築(Na) 特色(Na)'],東西 好吃 建築 特色
3 個月前,5,,,
3 個月前,3,過年太多人 千萬不要去,['過年(VA) 太多(Neqa)'],過年 太多
3 個月前,4,,,
3 個月前,5,過年超熱鬧很有氣氛,['過年(VA) 氣氛(Na)'],過年 氣氛
3 個月前,5,"東方的藝術天堂
值得細細品味李梅樹大師多采多姿的藝術人生在台灣美史上寫下燦爛傳奇",['東方(Ncd) 藝術(Na) 天堂(Nc) 值得(VH) 細細(VH) 品味(VC) 大師(Na) 多采多姿(VH) 藝術(Na) 人生(Na) 台灣(Nc) 美史(Na) 寫下(VC) 燦爛(VH) 傳奇(Na)'],東方 藝術 天堂 值得 細細 品味 大師 多采多姿 藝術 人生 台灣 美史 寫下 燦爛 傳奇
3 個月前,5,祖師廟素有東方藝術殿堂之稱是三峽區地方的重要信仰場所,['祖師廟(Nc) 素有(VJ) 東方(Ncd) 藝術(Na) 殿堂(Nc) 三峽區(Nc) 地方(Na) 重要(VH) 信仰(Na) 場所(Na)'],祖師廟 素有 東方 藝術 殿堂 三峽區 地方 重要 信仰 場所
3 個月前,5,,,
3 個月前,5,"是一座設計深奧奇妙的陵墓
附近有一條河可以悠閒地欣賞美景",['設計(Na) 深奧(VH) 奇妙(VH) 陵墓(Na) 附近(Nc) 悠閒(VH) 欣賞(VJ) 美景(Na)'],設計 深奧 奇妙 陵墓 附近 悠閒 欣賞 美景
3 個月前,5,來祖師廟安太歲廟方給了平安符說要過爐火原來二樓是供奉太歲爺和文昌帝君平安符二樓過爐火後拜拜抽籤保祐本命年一年平安順利,['祖師廟(Nc) 安太歲(VH) 廟方(Na) 平安符(Na) 爐火(Na) 二樓(Nc) 供奉(VC) 帝君(Na) 平安符(Na) 二樓(Nc) 爐火(Na) 拜拜(VA) 抽籤(VA) 保祐(VC) 本命年(Na) 平安(VH) 順利(VH)'],祖師廟 安太歲 廟方 平安符 爐火 二樓 供奉 帝君 平安符 二樓 爐火 拜拜 抽籤 保祐 本命年 平安 順利
3 個月前,4,廟宇設計出自畫家李梅樹石雕柱精美,['廟宇(Na) 設計(Na) 出自(VJ) 畫家(Na) 石雕柱(Na) 精美(VH)'],廟宇 設計 出自 畫家 石雕柱 精美
3 個月前,5,超美的地方每一支石柱都能看到每一位工匠用盡靈魂在鑄造真的感人,['超美(VH) 地方(Na) 石柱(Na) 看到(VE) 工匠(Na) 用盡(VC) 靈魂(Na) 鑄造(VC) 感人(VH)'],超美 地方 石柱 看到 工匠 用盡 靈魂 鑄造 感人
3 個月前,5,,,
3 個月前,5,使用大量的石雕木雕的建築實為壯觀推薦大家參拜,['使用(VC) 大量(Neqa) 石雕(Na) 木雕(Na) 建築(Na) 壯觀(VH) 推薦(VC) 參拜(VC)'],使用 大量 石雕 木雕 建築 壯觀 推薦 參拜
3 個月前,3,,,
3 個月前,4,清水祖師廟香火鼎盛主奉清水祖師廟中眾多華美的石雕木雕等皆融合不同流派的匠師與當代藝術家的作品風格可見當時精湛的工藝與美學因而贏得民間藝術殿堂東方藝術殿堂的美譽,['清水(Nc) 祖師(Na) 香火(Na) 鼎盛(VH) 主奉(VC) 清水(Nc) 祖師(Na) 眾多(VH) 華美(VH) 石雕(Na) 木雕(Na) 融合(VC) 不同(VH) 流派(Na) 匠師(Na) 當代(Nd) 藝術家(Na) 作品(Na) 風格(Na) 當時(Nd) 精湛(VH) 工藝(Na) 美學(Na) 贏得(VJ) 民間(Nc) 藝術(Na) 殿堂(Nc) 東方(Ncd) 藝術(Na) 殿堂(Nc) 美譽(Na)'],清水 祖師 香火 鼎盛 主奉 清水 祖師 眾多 華美 石雕 木雕 融合 不同 流派 匠師 當代 藝術家 作品 風格 當時 精湛 工藝 美學 贏得 民間 藝術 殿堂 東方 藝術 殿堂 美譽
3 個月前,5,,,
3 個月前,4,,,
3 個月前,5,讚,[''],
3 個月前,5,美麗的寺廟最佳遊覽時間是傍晚此時它的神奇氛圍最為濃厚個人說明這是我在台灣參觀的第一座寺廟給我留下了深刻的印象,['美麗(VH) 寺廟(Na) 遊覽(Nv) 時間(Na) 傍晚(Nd) 此時(Nd) 神奇(VH) 氛圍(Na) 濃厚(VH) 說明(VE) 台灣(Nc) 參觀(VC) 第一(Neu) 寺廟(Na) 留下(VC) 深刻(VH) 印象(Na)'],美麗 寺廟 遊覽 時間 傍晚 此時 神奇 氛圍 濃厚 說明 台灣 參觀 第一 寺廟 留下 深刻 印象
3 個月前,5,,,
3 個月前,5,,,
3 個月前,5,有拜有保祐,['保祐(VJ)'],保祐
3 個月前,3,,,
3 個月前,5,這是有名的古老建築當初由李梅樹大師用數十年心血整建至今入內可欣賞建築之美石雕適佈,['有名(VH) 古老(VH) 建築(Na) 當初(Nd) 大師(Na) 數十(Neu) 心血(Na) 整建(VC) 欣賞(VJ) 建築(Na) 石雕(Na) 適佈(VH)'],有名 古老 建築 當初 大師 數十 心血 整建 欣賞 建築 石雕 適佈
3 個月前,5,"20221228  來逛三峽老街清水巖祖師廟歷史悠久一定要來看看雕樑畫棟很漂亮

廟的左邊是鐘樓右邊是鼓樓晨鐘暮鼓常伴青燈",['20221228(Neu) 三峽(Nc) 老街(Nc) 清水巖(Nc) 祖師廟(Na) 歷史(Na) 悠久(VH) 看看(VC) 雕樑(Na) 畫棟(Na) 漂亮(VH) 左邊(Ncd) 鐘樓(Na) 右邊(Ncd) 鼓樓(Na) 晨鐘(Na) 暮鼓(Na) 青燈(Na)'],20221228 三峽 老街 清水巖 祖師廟 歷史 悠久 看看 雕樑 畫棟 漂亮 左邊 鐘樓 右邊 鼓樓 晨鐘 暮鼓 青燈
3 個月前,5,,,
4 個月前,5,拜拜好地方,['拜拜(VA) 地方(Na)'],拜拜 地方
4 個月前,5,有拜有保佑這廟宇 雕刻精美值得欣賞,['保佑(VJ) 廟宇(Na) 雕刻(Na) 精美(VH) 值得(VH) 欣賞(VJ)'],保佑 廟宇 雕刻 精美 值得 欣賞
4 個月前,5,藝術與信仰的融合嘆為觀止,['藝術(Na) 信仰(Na) 融合(VC) 嘆為觀止(VH)'],藝術 信仰 融合 嘆為觀止
4 個月前,5,"2022.11.26
在朋友的介紹下對三峽祖師廟有了更深層的認識對主要建造者李梅樹的事蹟和廟內一切的雕刻都讚嘆不已第一次看到如此栩栩如生的廟柱與壁畫果真是雕梁畫棟

與其說是求神拜佛之所不如說是神聖的藝術博物館可惜李梅樹先生無法在一生完成這棟藝術品廟方也為了尊重其把剩下的部分都留空了",['朋友(Na) 介紹(Na) 三峽(Nc) 祖師廟(Nc) 認識(Nv) 建造(VC) 事蹟(Na) 一切(Neqa) 雕刻(Na) 讚嘆(VE) 第一(Neu) 看到(VE) 栩栩如生(VH) 廟柱(Na) 壁畫(Na) 雕梁畫棟(VA) 求神(VA) 拜佛(VA) 不如(VJ) 神聖(VH) 藝術(Na) 博物館(Nc) 可惜(VH) 先生(Na) 一生(Na) 完成(VC) 藝術品(Na) 廟方(Na) 尊重(VJ) 剩下(VJ) 部分(Neqa) 留空(VC)'],朋友 介紹 三峽 祖師廟 認識 建造 事蹟 一切 雕刻 讚嘆 第一 看到 栩栩如生 廟柱 壁畫 雕梁畫棟 求神 拜佛 不如 神聖 藝術 博物館 可惜 先生 一生 完成 藝術品 廟方 尊重 剩下 部分 留空
4 個月前,5,"參拜一下保平安
附近老街好好逛
人潮蠻多
金牛角好像是名產呢",['參拜(VC) 一下(Nd) 平安(VH) 附近(Nc) 老街(Nc) 人潮(Na) 金牛角(Na) 名產(Na)'],參拜 一下 平安 附近 老街 人潮 金牛角 名產
5 個月前,5,,,
5 個月前,5,"一個非常好的墳墓
細節很好角色的動態位置和平衡都很完美
一個值得停下來的地方",['墳墓(Na) 細節(Na) 角色(Na) 動態(Na) 位置(Na) 平衡(Nv) 完美(VH) 值得(VH) 停下來(VHC) 地方(Na)'],墳墓 細節 角色 動態 位置 平衡 完美 值得 停下來 地方
5 個月前,5,暗暗的但很有味道焚香的味道,['味道(Na) 焚香(VA) 味道(Na)'],味道 焚香 味道
5 個月前,5,,,
5 個月前,5,三峽祖師廟是三峽地區的一個重要地標也是信仰中心祖師廟的建築具有中式文化道教古建築傳統內部供奉清水祖師爺真的是莊嚴又美麗的藝術廟宇,['三峽(Nc) 祖師廟(Nc) 三峽(Nc) 地區(Nc) 重要(VH) 地標(Na) 信仰(Na) 中心(Nc) 祖師廟(Nc) 建築(Na) 具有(VJ) 文化(Na) 建築(Na) 傳統(Na) 內部(Ncd) 供奉(VC) 清水(Nc) 祖師爺(Na) 莊嚴(VH) 美麗(VH) 藝術(Na) 廟宇(Na)'],三峽 祖師廟 三峽 地區 重要 地標 信仰 中心 祖師廟 建築 具有 文化 建築 傳統 內部 供奉 清水 祖師爺 莊嚴 美麗 藝術 廟宇
5 個月前,5,位置在老街附近很方便,['位置(Na) 老街(Nc) 附近(Nc) 方便(VH)'],位置 老街 附近 方便
5 個月前,4,,,
5 個月前,5,拜拜囉,['拜拜(VA)'],拜拜
5 個月前,5,,,
5 個月前,5,漂亮,['漂亮(VH)'],漂亮
5 個月前,5,石雕木雕豐富的廟宇值得參觀可惜維護上比較不到位,['石雕(Na) 木雕(Na) 豐富(VHC) 廟宇(Na) 值得(VH) 參觀(VC) 可惜(VH) 維護(VC) 到位(VH)'],石雕 木雕 豐富 廟宇 值得 參觀 可惜 維護 到位
5 個月前,5,"在三峽老街旁邊香火鼎盛
重點是建築美感設計很棒
廟裡的石牆雕刻十分精美
廟裡氣氛十分莊嚴肅穆
也讓人感到平靜及安定感",['三峽(Nc) 老街(Nc) 旁邊(Ncd) 香火(Na) 鼎盛(VH) 重點(Na) 建築(Na) 美感(Na) 設計(Na) 石牆(Na) 雕刻(Na) 精美(VH) 氣氛(Na) 莊嚴(VH) 肅穆(VH) 感到(VK) 平靜(VH) 安定感(Na)'],三峽 老街 旁邊 香火 鼎盛 重點 建築 美感 設計 石牆 雕刻 精美 氣氛 莊嚴 肅穆 感到 平靜 安定感
5 個月前,4,祖師廟前頗具特色的橋樑造型精湛深具歷史價值溪流景色優美,['祖師廟(Nc) 特色(Na) 橋樑(Na) 造型(Na) 精湛(VH) 深具(VJ) 歷史(Na) 價值(Na) 溪流(Na) 景色(Na) 優美(VH)'],祖師廟 特色 橋樑 造型 精湛 深具 歷史 價值 溪流 景色 優美
5 個月前,5,,,
5 個月前,5,莊嚴的廟宇  以精細的木雕和石刻聞名,['莊嚴(VH) 廟宇(Na) 精細(VH) 木雕(Na) 石刻(Na) 聞名(VI)'],莊嚴 廟宇 精細 木雕 石刻 聞名
5 個月前,5,雕樑畫棟龍柱精美且多,['雕樑(Na) 畫棟(Na) 龍柱(Na) 精美(VH)'],雕樑 畫棟 龍柱 精美
5 個月前,4,,,
5 個月前,5,非常知名的廟宇供奉道教的祖師爺在老街旁邊顯得很有歷史感也很美,['知名(VH) 廟宇(Na) 供奉(VC) 祖師爺(Na) 老街(Nc) 旁邊(Ncd) 顯得(VK) 歷史感(Na)'],知名 廟宇 供奉 祖師爺 老街 旁邊 顯得 歷史感
5 個月前,4,梅樹紀念舘回憶舊時山峡地景今祖師廟秋日風景,['梅樹(Na) 紀念(Na) 回憶(VK) 舊時(Nd) 山峡地(Na) 祖師廟(Nc) 秋日(Nd) 風景(Na)'],梅樹 紀念 回憶 舊時 山峡地 祖師廟 秋日 風景
5 個月前,5,好玩,['好玩(VH)'],好玩
5 個月前,5,"搭公車輕鬆一日遊
台北捷運
板藍線府中捷運站搭910公車到三峽老街復興路下車
頂埔捷運站搭706公車到三峽老街復興路下車
從漢口街西門捷運站搭705公車從西門往三峽老街復興路下車
內政部於中華民國102年11月22日徵選公布的100個指標性宗教景點
台灣宗教百景之一也是台灣唯一有東方藝術殿堂美譽的寺廟
重要的宗教信仰
今天有緣搭公車來到三峽老街剛好遇見三峽祖師廟禮斗法會虔誠合十祈佑國泰民安大家安居樂業福氣滿滿好平安
去程在三峽老街復興路下車
回程若走往橋上欣賞青山綠水會走到安溪國小可在安溪國小李梅樹紀念館站搭公車910到板橋府中捷運站公車908到中和景安捷運站",['公車(Na) 輕鬆(VH) 台北(Nc) 捷運(Na) 板藍線(Nc) 府中(Nc) 捷運站(Nc) 910(Neu) 公車(Na) 三峽(Nc) 老街(Nc) 復興路(Nc) 下車(VCL) 頂埔(Nc) 捷運站(Nc) 公車(Na) 三峽(Nc) 老街(Nc) 復興路(Nc) 下車(VA) 漢口街(Nc) 西門(Nc) 捷運站(Nc) 公車(Na) 西門(Nc) 三峽(Nc) 老街(Nc) 復興路(Nc) 下車(VA) 內政部(Nc) 中華民國(Nc) 102年(Nd) 11月(Neu) 22日(Nd) 徵選(VC) 公布(VE) 100(Neu) 指標性(Na) 宗教(Na) 景點(Na) 台灣(Nc) 宗教(Na) 台灣(Nc) 東方(Ncd) 藝術(Na) 殿堂(Nc) 美譽(Na) 寺廟(Na) 重要(VH) 宗教(Na) 信仰(Na) 今天(Nd) 有緣(VH) 公車(Na) 來到(VCL) 三峽(Nc) 老街(Nc) 剛好(VH) 遇見(VC) 三峽(Nc) 祖師廟(Na) 禮斗(Na) 法會(Na) 虔誠(VH) 合十(VA) 祈佑(VK) 國泰(VH) 民安(VH) 大家(Na) 安居樂業(VA) 福氣(Na) 滿滿(VH) 平安(VH) 去程(VA) 三峽(Nc) 老街(Nc) 復興路(Nc) 下車(VA) 回程(Na) 欣賞(VJ) 青山綠水(Na) 走到(VCL) 安溪(Nc) 國小(Nc) 國小(Nc) 紀念館站(Nc) 公車(Na) 910(Neu) 板橋(Nc) 府中(Nc) 捷運站(Nc) 公車(Na) 908(Neu) 中和(Nc) 景安(Nc) 捷運站(Nc)'],公車 輕鬆 台北 捷運 板藍線 府中 捷運站 910 公車 三峽 老街 復興路 下車 頂埔 捷運站 公車 三峽 老街 復興路 下車 漢口街 西門 捷運站 公車 西門 三峽 老街 復興路 下車 內政部 中華民國 102年 11月 22日 徵選 公布 100 指標性 宗教 景點 台灣 宗教 台灣 東方 藝術 殿堂 美譽 寺廟 重要 宗教 信仰 今天 有緣 公車 來到 三峽 老街 剛好 遇見 三峽 祖師廟 禮斗 法會 虔誠 合十 祈佑 國泰 民安 大家 安居樂業 福氣 滿滿 平安 去程 三峽 老街 復興路 下車 回程 欣賞 青山綠水 走到 安溪 國小 國小 紀念館站 公車 910 板橋 府中 捷運站 公車 908 中和 景安 捷運站
5 個月前,5,很有特色的一間廟宇石雕木雕都很值得細細品味祈求平安後還可以去附近老街逛逛交通也還算方便我是坐公車到三峽國小走過去的開車的話也有停車場,['特色(Na) 廟宇(Na) 石雕(Na) 木雕(Na) 值得(VH) 細細(VH) 品味(VC) 祈求(VE) 平安(VH) 附近(Nc) 老街(Nc) 逛逛(VC) 交通(Na) 方便(VH) 公車(Na) 三峽(Nc) 國小(Nc) 走過去(VA) 開車(VA) 停車場(Nc)'],特色 廟宇 石雕 木雕 值得 細細 品味 祈求 平安 附近 老街 逛逛 交通 方便 公車 三峽 國小 走過去 開車 停車場
5 個月前,5,,,
5 個月前,5,,,
6 個月前,5,"ShaXia Qingshui Zushi temple is in about 250 years histroy (Estabilished from Qing Dynesty) that is the local residents spiritual belief.  When you visit its build whatever the roof or pillar you can see the history trace on it since its decorate style and design.  When you visit Taiwan in the north you dont wanna miss it
從雕樓畫棟的樑柱看得出是時空及年代下的產物是當地的精神指標 值得大家細細品味",['雕樓(Na) 畫棟(Na) 樑柱(Na) 時空(Na) 年代(Nd) 產物(Na) 當地(Nc) 精神(Na) 指標(Na) 值得(VH) 細細(VH) 品味(VC)'],雕樓 畫棟 樑柱 時空 年代 產物 當地 精神 指標 值得 細細 品味
6 個月前,4,全臺唯一 東方藝術殿堂 的美譽 ,['東方(Ncd) 藝術(Na) 殿堂(Nc) 美譽(Na)'],東方 藝術 殿堂 美譽
6 個月前,5,"我去過的最好的寺廟
雕刻令人難以置信寺廟的每一部分都經過精心雕刻以取悅眾神
我一直很敬畏
必須來",['寺廟(Na) 雕刻(Na) 寺廟(Na) 部分(Neqa) 經過(VCL) 精心(VH) 雕刻(Na) 取悅(VC) 敬畏(VJ)'],寺廟 雕刻 寺廟 部分 經過 精心 雕刻 取悅 敬畏
6 個月前,5,,,
6 個月前,5,"老街有很多好吃好玩的建築也很古色古香有賣冰和金牛角麵包讚
逛完老街再來這拜拜 ",['老街(Nc) 很多(Neqa) 好吃(VH) 好玩(VH) 建築(Na) 古色古香(VH) 金牛角(Na) 麵包(Na) 讚\n(VC) 逛完(VC) 老街(Nc) 拜拜(VA)'],"老街 很多 好吃 好玩 建築 古色古香 金牛角 麵包 讚
 逛完 老街 拜拜"
6 個月前,3,"跟許多的大廟相比這是一間小而美的道教廟宇主殿為挑高一層供奉清水祖師應為北宋開封府人陳昭應目前生平說法不一兩邊二樓各為文昌殿及太歲殿
建築物使用不少木製結構對於古蹟的維持不易因此仔細觀察可以發現有許多地方有腐朽斑駁的情形整體來說仍維護的相當不錯
廟前廣場寬廣而且正對長福橋前來參拜的民眾可以將車輛停放在另一岸的停車場再從長福橋過來滿方便的",['許多(Neqa) 相比(VB) 廟宇(Na) 主殿(Nc) 挑高(VH) 供奉(VC) 清水祖師(Nc) 北宋(Nc) 開封府人(Nc) 目前(Nd) 生平(Na) 說法(Na) 不一(VH) 文昌殿(Nc) 太歲殿(Nc) 建築物(Na) 使用(VC) 不少(Neqa) 結構(Na) 古蹟(Na) 維持(VJ) 不易(VH) 仔細(VH) 觀察(VE) 發現(VE) 許多(Neqa) 地方(Na) 腐朽(VH) 斑駁(VH) 情形(Na) 整體(Na) 維護(VC) 不錯(VH) 廣場(Nc) 寬廣(VH) 長福橋(Nc) 前來(VA) 參拜(VC) 民眾(Na) 車輛(Na) 停放(VC) 停車場(Nc) 長福橋(Nc) 過來(VA) 方便(VH)'],許多 相比 廟宇 主殿 挑高 供奉 清水祖師 北宋 開封府人 目前 生平 說法 不一 文昌殿 太歲殿 建築物 使用 不少 結構 古蹟 維持 不易 仔細 觀察 發現 許多 地方 腐朽 斑駁 情形 整體 維護 不錯 廣場 寬廣 長福橋 前來 參拜 民眾 車輛 停放 停車場 長福橋 過來 方便
